,sex,age,Medu,Fedu,traveltime,studytime,freetime,goout,G1,G2,G3,letter_grade
463,1.0,18.5,4,4.0,11.0,6.0,8.0,0.0,13.8,14.6,14.2,A
464,1.0,17.0,3,2.0,7.0,3.0,3.0,2.0,9.8,12.4,12.0,A
465,0.0,18.0,3,2.0,11.0,1.0,8.0,1.0,13.4,12.4,11.6,A
466,0.0,17.0,1,1.0,11.0,6.0,8.0,2.0,14.8,17.0,16.4,A
467,0.0,17.0,1,1.0,5.0,0.0,8.0,9.5,9.4,13.4,12.6,A
468,1.0,17.0,1,4.0,11.0,5.0,8.0,8.0,12.6,12.6,13.8,A
469,0.0,16.0,1,1.0,5.0,2.0,8.0,0.0,14.6,10.2,10.6,A
470,1.0,16.0,3,3.0,11.0,5.0,8.0,9.5,18.2,18.8,19.2,A
471,1.0,17.0,4,4.0,11.0,2.0,4.0,3.0,16.0,17.4,15.8,A
472,1.0,16.0,1,2.0,6.0,4.0,8.0,7.0,13.2,14.6,13.6,A
473,1.0,14.5,1,3.0,6.0,4.0,8.0,5.0,10.4,9.6,8.6,C
474,0.0,17.0,4,4.0,3.0,2.0,8.0,9.5,13.0,14.2,13.0,A
475,0.0,14.5,1,1.0,4.0,6.0,8.0,9.5,16.6,15.0,14.2,D
476,1.0,14.5,2,3.0,2.0,2.0,4.0,3.0,16.0,17.0,15.6,B
477,1.0,14.5,4,4.0,5.0,0.0,8.0,0.0,13.6,13.6,11.8,C
478,1.0,14.5,3,2.0,10.0,2.0,4.0,3.0,13.6,14.6,13.6,D
479,1.0,14.5,1,2.0,11.0,1.0,3.0,9.5,12.4,8.6,9.0,B
480,1.0,17.0,2,2.0,5.0,5.0,8.0,7.0,15.2,17.6,16.8,A
481,0.0,16.0,1,2.0,5.0,1.0,3.0,2.0,15.4,15.8,16.6,A
482,1.0,16.0,4,4.0,10.0,6.0,8.0,9.5,16.6,16.2,16.6,A
483,1.0,15.0,1,1.0,9.0,1.0,8.0,0.0,14.2,15.6,16.4,A
484,1.0,14.5,4,2.0,11.0,2.0,2.0,1.0,17.2,18.2,17.8,B
485,0.0,17.0,4,4.0,11.0,2.0,8.0,9.5,18.6,19.2,19.2,A
486,0.0,15.0,3,3.0,6.0,2.0,3.0,8.0,12.0,12.8,12.0,A
487,0.0,17.0,3,1.0,11.0,2.0,4.0,9.5,11.4,11.2,11.6,A
488,0.0,18.0,4,4.0,3.0,1.0,8.0,3.0,16.8,15.8,14.8,A
489,0.0,14.5,2,1.0,11.0,0.0,8.0,0.0,13.2,14.2,15.0,B
490,0.0,16.0,2,3.0,9.0,6.0,8.0,9.5,17.0,13.8,14.8,A
491,0.0,16.0,1,1.0,11.0,2.0,8.0,1.0,11.4,13.6,15.2,A
492,1.0,16.0,4,2.0,10.0,1.0,2.0,2.0,8.2,9.8,9.8,A
493,1.0,17.0,2,2.0,11.0,0.0,4.0,3.0,15.0,15.2,15.2,A
494,0.0,15.0,4,4.0,11.0,2.0,8.0,9.5,13.0,12.6,12.0,A
495,1.0,14.5,2,3.0,11.0,3.0,8.0,9.5,15.6,13.0,12.0,C
496,0.0,17.0,3,1.0,11.0,6.0,8.0,0.0,5.2,6.8,5.6,A
497,1.0,16.0,1,1.0,5.0,6.0,8.0,5.0,14.2,12.8,13.2,A
498,0.0,17.0,2,2.0,11.0,6.0,8.0,2.0,17.2,18.4,18.6,A
499,1.0,14.5,4,3.0,11.0,2.0,8.0,9.5,17.8,16.8,16.2,C
